median,p10,p90,count,time_minutes,time_label
,,,0,925,15:25
,,,0,930,15:30
,,,0,935,15:35
,,,0,940,15:40
,,,0,945,15:45
,,,0,950,15:50
,,,0,955,15:55
,,,0,960,16:00
,,,0,965,16:05
,,,0,970,16:10
,,,0,975,16:15
,,,0,980,16:20
,,,0,985,16:25
,,,0,990,16:30
,,,0,995,16:35
,,,0,1000,16:40
,,,0,1005,16:45
,,,0,1010,16:50
,,,0,1015,16:55
,,,0,1020,17:00
,,,0,1025,17:05
,,,0,1030,17:10
,,,0,1035,17:15
,,,0,1040,17:20
,,,0,1045,17:25
,,,0,1050,17:30
,,,0,1055,17:35
,,,0,1060,17:40
,,,0,1065,17:45
,,,0,1070,17:50
,,,0,1075,17:55
,,,0,1080,18:00
,,,0,1085,18:05
,,,0,1090,18:10
,,,0,1095,18:15
,,,0,1100,18:20
,,,0,1105,18:25
,,,0,1110,18:30
,,,0,1115,18:35
,,,0,1120,18:40
,,,0,1125,18:45
,,,0,1130,18:50
,,,0,1135,18:55
,,,0,1140,19:00
,,,0,1145,19:05
,,,0,1150,19:10
,,,0,1155,19:15
,,,0,1160,19:20
,,,0,1165,19:25
,,,0,1170,19:30
,,,0,1175,19:35
,,,0,1180,19:40
,,,0,1185,19:45
,,,0,1190,19:50
,,,0,1195,19:55
,,,0,1200,20:00
,,,0,1205,20:05
,,,0,1210,20:10
,,,0,1215,20:15
,,,0,1220,20:20
,,,0,1225,20:25
,,,0,1230,20:30
,,,0,1235,20:35
,,,0,1240,20:40
,,,0,1245,20:45
,,,0,1250,20:50
,,,0,1255,20:55
,,,0,1260,21:00
,,,0,1265,21:05
,,,0,1270,21:10
,,,0,1275,21:15
,,,0,1280,21:20
,,,0,1285,21:25
,,,0,1290,21:30
,,,0,1295,21:35
,,,0,1300,21:40
,,,0,1305,21:45
,,,0,1310,21:50
,,,0,1315,21:55
,,,0,1320,22:00
,,,0,1325,22:05
,,,0,1330,22:10
,,,0,1335,22:15
,,,0,1340,22:20
,,,0,1345,22:25
,,,0,1350,22:30
,,,0,1355,22:35
,,,0,1360,22:40
,,,0,1365,22:45
,,,0,1370,22:50
,,,0,1375,22:55
,,,0,1380,23:00
,,,0,1385,23:05
,,,0,1390,23:10
,,,0,1395,23:15
,,,0,1400,23:20
,,,0,1405,23:25
,,,0,1410,23:30
,,,0,1415,23:35
,,,0,1420,23:40
,,,0,1425,23:45
,,,0,1430,23:50
,,,0,1435,23:55
