median,p10,p90,count,time_minutes,time_label
199.0,148.0,284.10000000000014,1280,305,05:05
198.0,148.0,291.0,1360,310,05:10
196.0,146.0,278.0,1293,315,05:15
196.0,146.0,280.0,1283,320,05:20
197.0,145.0,288.0,1364,325,05:25
194.0,144.0,275.70000000000005,1294,330,05:30
196.0,142.7,279.0,1278,335,05:35
198.0,141.0,287.0,1366,340,05:40
194.5,141.0,273.9000000000001,1292,345,05:45
193.0,141.0,277.0,1283,350,05:50
194.0,139.0,285.0,1371,355,05:55
199.0,144.0,262.6,267,360,06:00
,,,0,365,06:05
,,,0,370,06:10
,,,0,375,06:15
,,,0,380,06:20
,,,0,385,06:25
,,,0,390,06:30
,,,0,395,06:35
,,,0,400,06:40
,,,0,405,06:45
,,,0,410,06:50
,,,0,415,06:55
,,,0,420,07:00
,,,0,425,07:05
,,,0,430,07:10
,,,0,435,07:15
,,,0,440,07:20
,,,0,445,07:25
,,,0,450,07:30
,,,0,455,07:35
,,,0,460,07:40
,,,0,465,07:45
,,,0,470,07:50
,,,0,475,07:55
,,,0,480,08:00
,,,0,485,08:05
,,,0,490,08:10
,,,0,495,08:15
,,,0,500,08:20
,,,0,505,08:25
,,,0,510,08:30
,,,0,515,08:35
,,,0,520,08:40
,,,0,525,08:45
,,,0,530,08:50
,,,0,535,08:55
,,,0,540,09:00
,,,0,545,09:05
,,,0,550,09:10
,,,0,555,09:15
,,,0,560,09:20
,,,0,565,09:25
,,,0,570,09:30
,,,0,575,09:35
,,,0,580,09:40
,,,0,585,09:45
,,,0,590,09:50
,,,0,595,09:55
,,,0,600,10:00
,,,0,605,10:05
,,,0,610,10:10
,,,0,615,10:15
,,,0,620,10:20
,,,0,625,10:25
,,,0,630,10:30
,,,0,635,10:35
,,,0,640,10:40
,,,0,645,10:45
,,,0,650,10:50
,,,0,655,10:55
,,,0,660,11:00
,,,0,665,11:05
,,,0,670,11:10
,,,0,675,11:15
,,,0,680,11:20
,,,0,685,11:25
,,,0,690,11:30
,,,0,695,11:35
,,,0,700,11:40
,,,0,705,11:45
,,,0,710,11:50
,,,0,715,11:55
,,,0,720,12:00
,,,0,725,12:05
,,,0,730,12:10
,,,0,735,12:15
,,,0,740,12:20
,,,0,745,12:25
,,,0,750,12:30
,,,0,755,12:35
,,,0,760,12:40
,,,0,765,12:45
,,,0,770,12:50
,,,0,775,12:55
,,,0,780,13:00
,,,0,785,13:05
,,,0,790,13:10
,,,0,795,13:15
,,,0,800,13:20
,,,0,805,13:25
,,,0,810,13:30
,,,0,815,13:35
,,,0,820,13:40
,,,0,825,13:45
,,,0,830,13:50
,,,0,835,13:55
,,,0,840,14:00
,,,0,845,14:05
,,,0,850,14:10
,,,0,855,14:15
,,,0,860,14:20
,,,0,865,14:25
,,,0,870,14:30
,,,0,875,14:35
,,,0,880,14:40
,,,0,885,14:45
,,,0,890,14:50
,,,0,895,14:55
,,,0,900,15:00
,,,0,905,15:05
,,,0,910,15:10
,,,0,915,15:15
,,,0,920,15:20
,,,0,925,15:25
,,,0,930,15:30
,,,0,935,15:35
,,,0,940,15:40
,,,0,945,15:45
,,,0,950,15:50
,,,0,955,15:55
,,,0,960,16:00
,,,0,965,16:05
,,,0,970,16:10
,,,0,975,16:15
,,,0,980,16:20
,,,0,985,16:25
,,,0,990,16:30
,,,0,995,16:35
,,,0,1000,16:40
,,,0,1005,16:45
,,,0,1010,16:50
,,,0,1015,16:55
,,,0,1020,17:00
,,,0,1025,17:05
,,,0,1030,17:10
,,,0,1035,17:15
,,,0,1040,17:20
,,,0,1045,17:25
,,,0,1050,17:30
,,,0,1055,17:35
,,,0,1060,17:40
,,,0,1065,17:45
,,,0,1070,17:50
,,,0,1075,17:55
,,,0,1080,18:00
,,,0,1085,18:05
,,,0,1090,18:10
,,,0,1095,18:15
,,,0,1100,18:20
,,,0,1105,18:25
,,,0,1110,18:30
,,,0,1115,18:35
,,,0,1120,18:40
,,,0,1125,18:45
,,,0,1130,18:50
,,,0,1135,18:55
,,,0,1140,19:00
,,,0,1145,19:05
,,,0,1150,19:10
,,,0,1155,19:15
,,,0,1160,19:20
,,,0,1165,19:25
,,,0,1170,19:30
,,,0,1175,19:35
,,,0,1180,19:40
,,,0,1185,19:45
,,,0,1190,19:50
,,,0,1195,19:55
,,,0,1200,20:00
,,,0,1205,20:05
,,,0,1210,20:10
,,,0,1215,20:15
,,,0,1220,20:20
,,,0,1225,20:25
,,,0,1230,20:30
,,,0,1235,20:35
,,,0,1240,20:40
,,,0,1245,20:45
,,,0,1250,20:50
,,,0,1255,20:55
,,,0,1260,21:00
,,,0,1265,21:05
,,,0,1270,21:10
,,,0,1275,21:15
,,,0,1280,21:20
,,,0,1285,21:25
,,,0,1290,21:30
,,,0,1295,21:35
,,,0,1300,21:40
,,,0,1305,21:45
,,,0,1310,21:50
,,,0,1315,21:55
,,,0,1320,22:00
,,,0,1325,22:05
,,,0,1330,22:10
,,,0,1335,22:15
,,,0,1340,22:20
,,,0,1345,22:25
,,,0,1350,22:30
,,,0,1355,22:35
,,,0,1360,22:40
,,,0,1365,22:45
,,,0,1370,22:50
,,,0,1375,22:55
,,,0,1380,23:00
,,,0,1385,23:05
,,,0,1390,23:10
,,,0,1395,23:15
,,,0,1400,23:20
,,,0,1405,23:25
,,,0,1410,23:30
,,,0,1415,23:35
,,,0,1420,23:40
,,,0,1425,23:45
,,,0,1430,23:50
,,,0,1435,23:55
